ville,pays,latitude,longitude,date_entiere,heure,aqi,pm2_5,pm10,no2,so2,o3,co,no,nh3
Tokyo,JP,35.6895,139.6917,2025-07-02,21,32,5.41,7.85,3.07,5.01,68.78,124.24,0.06,0.09
Antananarivo,MG,-18.8792,47.5079,2025-07-02,22,25,1.04,1.5,0.23,0.08,53.56,72.28,0,0.14
London,GB,51.5074,-0.1278,2025-07-02,22,33,1.17,2.36,8.68,4.22,69.43,127.54,0,1.59
New York,US,40.7128,-74.006,2025-07-02,22,25,6.08,6.26,9.07,1.2,53.22,175.38,0.07,0.17
Paris,FR,48.8566,2.3522,2025-07-02,22,36,1.8,2.16,1.46,0.52,75.88,108.87,0,2.08
Tokyo,JP,35.6895,139.6917,2025-07-02,22,33,5.59,8.09,3.01,5.6,69.02,124.19,0.31,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-02,23,25,0.96,1.36,0.2,0.07,53.87,70.06,0,0.13
London,GB,51.5074,-0.1278,2025-07-02,23,31,1.07,2.05,9.5,4.49,65.49,129.35,0,1.8
New York,US,40.7128,-74.006,2025-07-02,23,25,6.1,6.31,9.63,1.21,48.97,180.15,0.03,0.21
Paris,FR,48.8566,2.3522,2025-07-02,23,36,2.43,2.9,1.42,0.61,77.15,112.37,0,2.23
Tokyo,JP,35.6895,139.6917,2025-07-02,23,33,5.88,8.54,2.86,6.05,70.77,124.81,0.48,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,0,26,0.87,1.23,0.17,0.07,54.16,68.27,0,0.12
London,GB,51.5074,-0.1278,2025-07-03,0,29,1.01,1.82,10.2,4.79,61.61,130.99,0,2.05
New York,US,40.7128,-74.006,2025-07-03,0,26,6.16,6.39,9.4,1.2,47.75,182.11,0.01,0.24
Paris,FR,48.8566,2.3522,2025-07-03,0,37,3.21,3.85,1.4,0.73,77.73,115.26,0,2.42
Tokyo,JP,35.6895,139.6917,2025-07-03,0,36,6.21,9.15,2.45,6.3,75.37,125.05,0.47,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,1,26,0.78,1.15,0.16,0.06,54.77,66.96,0,0.12
London,GB,51.5074,-0.1278,2025-07-03,1,28,0.98,1.67,10.25,4.88,58.53,131.88,0,2.3
New York,US,40.7128,-74.006,2025-07-03,1,26,6.26,6.54,8.59,1.1,47.08,181.21,0,0.24
Paris,FR,48.8566,2.3522,2025-07-03,1,36,3.89,4.71,1.48,0.86,76.46,116.93,0,2.63
Tokyo,JP,35.6895,139.6917,2025-07-03,1,38,6.51,9.74,1.85,6.14,81.09,124.98,0.34,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-03,2,26,0.78,1.2,0.16,0.07,54.15,67.08,0,0.13
London,GB,51.5074,-0.1278,2025-07-03,2,27,1.01,1.68,10.54,5.06,56.3,133.22,0,2.51
New York,US,40.7128,-74.006,2025-07-03,2,27,6.48,6.85,7.97,1.02,44.91,181.53,0,0.25
Paris,FR,48.8566,2.3522,2025-07-03,2,35,4.45,5.48,1.66,0.96,74.18,119.55,0,2.85
Tokyo,JP,35.6895,139.6917,2025-07-03,2,40,6.72,10.13,1.44,5.76,85.47,124.04,0.24,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-03,3,25,0.84,1.38,0.17,0.07,53.54,67.97,0,0.15
London,GB,51.5074,-0.1278,2025-07-03,3,26,1.07,1.74,10.63,5.21,54.93,134.47,0,2.64
New York,US,40.7128,-74.006,2025-07-03,3,28,6.82,7.31,7.76,0.99,41.6,183.63,0,0.27
Paris,FR,48.8566,2.3522,2025-07-03,3,33,4.9,6.13,1.97,1.04,70.7,121.9,0,2.79
Tokyo,JP,35.6895,139.6917,2025-07-03,3,42,6.68,10.19,1.21,5.48,88.06,122.28,0.18,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,4,25,1.05,1.81,0.23,0.1,53,71.32,0,0.22
London,GB,51.5074,-0.1278,2025-07-03,4,25,1.1,1.81,10.46,5.24,53.74,134.04,0,2.65
New York,US,40.7128,-74.006,2025-07-03,4,30,7.21,7.85,7.47,1,38.14,184.57,0,0.32
Paris,FR,48.8566,2.3522,2025-07-03,4,30,5.2,6.6,2.44,1.08,64.41,122.35,0,2.54
Tokyo,JP,35.6895,139.6917,2025-07-03,4,42,6.41,9.98,1.08,5.15,89.43,121.6,0.16,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,5,25,1.25,2.23,0.28,0.13,53.07,74.78,0.02,0.3
London,GB,51.5074,-0.1278,2025-07-03,5,25,1.18,1.94,11.11,5.6,52.03,134.6,0.07,2.71
New York,US,40.7128,-74.006,2025-07-03,5,32,7.78,8.59,7.18,1.1,34.8,185.77,0,0.36
Paris,FR,48.8566,2.3522,2025-07-03,5,27,5.56,7.11,3.45,1.12,57.5,124.69,0.02,2.38
Tokyo,JP,35.6895,139.6917,2025-07-03,5,42,6.1,9.78,1.06,4.8,89.78,120.99,0.15,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,6,25,1.33,2.42,0.25,0.15,53.84,76.23,0.04,0.35
London,GB,51.5074,-0.1278,2025-07-03,6,24,1.29,2.08,10.92,6.01,51.54,135.16,0.91,2.77
New York,US,40.7128,-74.006,2025-07-03,6,36,8.53,9.51,7.17,1.32,31.2,187.15,0,0.37
Paris,FR,48.8566,2.3522,2025-07-03,6,24,5.83,7.48,4.52,1.15,51.21,127.94,0.37,2.28
Tokyo,JP,35.6895,139.6917,2025-07-03,6,42,5.73,9.57,1.09,4.65,89.55,120.39,0.14,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-03,7,26,1.37,2.49,0.18,0.16,55.52,75.86,0.04,0.38
London,GB,51.5074,-0.1278,2025-07-03,7,24,1.48,2.33,10.78,6.65,49.79,135.55,2.55,2.7
New York,US,40.7128,-74.006,2025-07-03,7,39,9.36,10.47,7.43,1.65,28.2,187.46,0,0.32
Paris,FR,48.8566,2.3522,2025-07-03,7,25,5.99,7.62,4.69,1.19,48.88,131.84,1.13,2.29
Tokyo,JP,35.6895,139.6917,2025-07-03,7,42,5.26,9.3,1.1,4.59,88.14,120.24,0.13,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-03,8,26,1.47,2.62,0.13,0.16,55.62,74.88,0.04,0.38
London,GB,51.5074,-0.1278,2025-07-03,8,22,1.78,2.71,11.39,7.66,47.41,137.37,4.49,2.62
New York,US,40.7128,-74.006,2025-07-03,8,42,10,11.19,7.66,1.9,26.11,187.08,0,0.23
Paris,FR,48.8566,2.3522,2025-07-03,8,25,6.06,7.58,4.38,1.19,52.32,134.37,1.52,2.4
Tokyo,JP,35.6895,139.6917,2025-07-03,8,41,4.84,9.01,1.33,4.61,86.28,120.71,0.11,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-03,9,26,1.44,2.54,0.09,0.16,55.07,72.59,0.03,0.34
London,GB,51.5074,-0.1278,2025-07-03,9,22,2.22,3.21,11.83,8.9,47.3,138.81,5.98,2.6
New York,US,40.7128,-74.006,2025-07-03,9,43,10.35,11.57,7.87,2.07,24.96,186.33,0,0.16
Paris,FR,48.8566,2.3522,2025-07-03,9,30,6.5,7.86,3.6,1.14,63.06,135.61,1.25,2.41
Tokyo,JP,35.6895,139.6917,2025-07-03,9,40,4.47,8.68,1.67,4.59,83.99,121.24,0.06,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,10,27,1.22,2.15,0.07,0.12,56.61,68.8,0.02,0.28
London,GB,51.5074,-0.1278,2025-07-03,10,24,3.45,4.52,12.25,10.48,50.1,140.03,6.79,2.47
New York,US,40.7128,-74.006,2025-07-03,10,43,10.31,11.57,8.19,2.2,23.76,185.65,0,0.15
Paris,FR,48.8566,2.3522,2025-07-03,10,39,6.6,7.64,2.01,0.91,81.95,132.38,0.55,2.06
Tokyo,JP,35.6895,139.6917,2025-07-03,10,38,4.18,8.39,1.89,4.67,81.01,121.56,0.01,0.04
Antananarivo,MG,-18.8792,47.5079,2025-07-03,11,27,1.09,1.89,0.08,0.11,56.5,67.24,0.02,0.26
London,GB,51.5074,-0.1278,2025-07-03,11,26,5.87,7,13.02,12.36,54.61,141.5,7.25,2.12
New York,US,40.7128,-74.006,2025-07-03,11,42,10.14,11.5,8.57,2.36,22.65,188.76,0.49,0.18
Paris,FR,48.8566,2.3522,2025-07-03,11,44,6.26,7.08,1.03,0.74,93.43,127.31,0.23,1.78
Tokyo,JP,35.6895,139.6917,2025-07-03,11,37,3.98,8.21,1.94,4.86,78.12,121.66,0,0.04
Antananarivo,MG,-18.8792,47.5079,2025-07-03,12,26,1.05,1.8,0.09,0.11,55.65,67.02,0.02,0.26
London,GB,51.5074,-0.1278,2025-07-03,12,37,8.8,9.94,14.13,14.49,60,142.97,7.59,1.7
New York,US,40.7128,-74.006,2025-07-03,12,42,10.15,11.65,8.12,2.51,24.78,197.37,2.18,0.25
Paris,FR,48.8566,2.3522,2025-07-03,12,47,6.05,6.8,0.75,0.69,99.24,125.04,0.16,1.72
Tokyo,JP,35.6895,139.6917,2025-07-03,12,36,3.86,8.14,1.95,5.08,75.85,121.75,0,0.04
Antananarivo,MG,-18.8792,47.5079,2025-07-03,13,26,1.1,1.92,0.13,0.13,54.26,69.49,0.02,0.33
London,GB,51.5074,-0.1278,2025-07-03,13,47,11.17,12.3,15.46,16.5,65.59,144.2,7.66,1.44
New York,US,40.7128,-74.006,2025-07-03,13,43,10.42,12.07,9.12,2.68,27.7,207.2,2.66,0.33
Paris,FR,48.8566,2.3522,2025-07-03,13,49,5.69,6.42,0.67,0.67,103.96,124.31,0.14,1.7
Tokyo,JP,35.6895,139.6917,2025-07-03,13,35,3.74,8.1,1.7,5.26,74.29,120.59,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,14,25,1.27,2.25,0.24,0.16,51.88,74.52,0.02,0.43
London,GB,51.5074,-0.1278,2025-07-03,14,54,13.41,14.5,16.53,17.52,70.67,144.99,7.14,1.09
New York,US,40.7128,-74.006,2025-07-03,14,46,10.97,12.74,9.08,2.72,35.06,213.98,2.8,0.42
Paris,FR,48.8566,2.3522,2025-07-03,14,50,5.01,5.72,0.64,0.63,105.64,122,0.13,1.62
Tokyo,JP,35.6895,139.6917,2025-07-03,14,34,3.66,8.06,1.61,5.4,72.75,120.54,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,15,23,1.45,2.58,0.37,0.17,49.45,79.91,0,0.47
London,GB,51.5074,-0.1278,2025-07-03,15,55,14.12,15.21,17.22,17.13,75.78,144.28,6.16,0.84
New York,US,40.7128,-74.006,2025-07-03,15,53,13.25,15.11,8.28,2.66,52.99,220.66,2.11,0.47
Paris,FR,48.8566,2.3522,2025-07-03,15,20,4.74,5.47,0.7,0.63,107.75,120.94,0.13,1.63
Tokyo,JP,35.6895,139.6917,2025-07-03,15,34,3.63,7.99,1.55,5.45,71.47,120.61,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,16,22,1.67,2.95,0.46,0.19,46.67,85.18,0,0.51
London,GB,51.5074,-0.1278,2025-07-03,16,54,13.41,14.57,17.56,15.74,80.89,143.61,5.18,0.76
New York,US,40.7128,-74.006,2025-07-03,16,44,9.02,9.84,3.07,3.02,92.91,165.52,0.42,0.36
Paris,FR,48.8566,2.3522,2025-07-03,16,56,4.76,5.53,0.84,0.66,110.63,121.83,0.14,1.72
Tokyo,JP,35.6895,139.6917,2025-07-03,16,33,3.61,7.9,1.5,5.31,70.4,120.84,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,17,21,1.84,3.19,0.52,0.2,45.43,90.96,0,0.53
London,GB,51.5074,-0.1278,2025-07-03,17,51,12.31,13.73,18.5,14.59,83.23,142.58,4.47,0.86
New York,US,40.7128,-74.006,2025-07-03,17,47,7.26,7.74,1.53,1.97,99.46,149.96,0.22,0.28
Paris,FR,48.8566,2.3522,2025-07-03,17,58,4.82,5.64,1.01,0.68,112.23,122.27,0.13,1.87
Tokyo,JP,35.6895,139.6917,2025-07-03,17,33,3.64,7.87,1.5,5.22,69.72,120.99,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,18,22,1.84,3.16,0.52,0.19,45.58,93.33,0,0.43
London,GB,51.5074,-0.1278,2025-07-03,18,45,10.7,12.52,18.56,12.68,86.43,140.82,3.06,0.97
New York,US,40.7128,-74.006,2025-07-03,18,49,6.96,7.37,1.3,1.67,104.33,146.45,0.2,0.27
Paris,FR,48.8566,2.3522,2025-07-03,18,58,4.8,5.67,1.2,0.72,112.16,122.72,0.11,2.04
Tokyo,JP,35.6895,139.6917,2025-07-03,18,33,3.72,7.94,1.51,5.26,69.27,121.12,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,19,22,1.75,3.01,0.5,0.18,46,92.85,0,0.35
London,GB,51.5074,-0.1278,2025-07-03,19,43,7.45,9.49,15.96,9.56,91.25,137.61,1.15,1.15
New York,US,40.7128,-74.006,2025-07-03,19,54,6.84,7.23,1.32,1.6,109.61,144.86,0.22,0.27
Paris,FR,48.8566,2.3522,2025-07-03,19,54,4.69,5.61,1.53,0.76,109.77,123.45,0.05,2.3
Tokyo,JP,35.6895,139.6917,2025-07-03,19,32,3.93,8.16,1.76,5.39,68.29,121.28,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,20,22,1.64,2.85,0.47,0.17,46.33,92.09,0,0.31
London,GB,51.5074,-0.1278,2025-07-03,20,43,5.51,7.59,14.43,7.79,90.2,134.07,0.17,1.05
New York,US,40.7128,-74.006,2025-07-03,20,61,7.04,7.43,1.56,1.7,113.54,143.64,0.24,0.27
Paris,FR,48.8566,2.3522,2025-07-03,20,50,4.54,5.53,2.02,0.82,104.94,125.28,0.01,2.73
Tokyo,JP,35.6895,139.6917,2025-07-03,20,32,4.23,8.45,2.17,5.61,66.92,121.42,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,21,22,1.44,2.5,0.4,0.13,46.52,88.1,0,0.24
London,GB,51.5074,-0.1278,2025-07-03,21,40,4.37,6.25,12.55,6.76,85.02,129.69,0,0.88
New York,US,40.7128,-74.006,2025-07-03,21,64,7.32,7.73,1.99,1.86,115.83,143.97,0.28,0.28
Paris,FR,48.8566,2.3522,2025-07-03,21,47,4.35,5.41,2.49,0.9,98.97,127.57,0,3.22
Tokyo,JP,35.6895,139.6917,2025-07-03,21,31,4.57,8.74,2.53,5.94,66.25,121.82,0.07,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,22,22,1.24,2.13,0.33,0.11,47.19,82.71,0,0.19
London,GB,51.5074,-0.1278,2025-07-03,22,37,3.34,4.92,12.01,6.25,77.29,125.76,0,0.99
New York,US,40.7128,-74.006,2025-07-03,22,55,8.02,8.5,3.23,1.99,109.9,150.01,0.4,0.32
Paris,FR,48.8566,2.3522,2025-07-03,22,43,4.08,5.21,2.99,1,91.09,128.51,0,3.67
Tokyo,JP,35.6895,139.6917,2025-07-03,22,32,4.97,9.1,2.57,6.45,66.88,122.4,0.33,0
Antananarivo,MG,-18.8792,47.5079,2025-07-03,23,23,1.07,1.83,0.26,0.09,48.02,77.9,0,0.16
London,GB,51.5074,-0.1278,2025-07-03,23,32,2.64,3.96,12.36,6.14,68.52,124.13,0,1.46
New York,US,40.7128,-74.006,2025-07-03,23,47,8.71,9.28,5.13,2.08,99.09,159.37,0.42,0.39
Paris,FR,48.8566,2.3522,2025-07-03,23,40,3.95,5.2,3.44,1.13,84.53,132.25,0,4.15
Tokyo,JP,35.6895,139.6917,2025-07-03,23,33,5.51,9.7,2.48,6.94,69.46,123.58,0.51,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-04,0,23,0.91,1.59,0.21,0.08,48.75,73.99,0,0.14
London,GB,51.5074,-0.1278,2025-07-04,0,29,2.24,3.41,13.03,6.26,60.71,124.62,0,2.1
New York,US,40.7128,-74.006,2025-07-04,0,42,9.07,9.71,7.21,2.18,89.38,166.01,0.17,0.49
Paris,FR,48.8566,2.3522,2025-07-04,0,37,3.93,5.3,3.81,1.25,78.63,135.93,0,4.62
Tokyo,JP,35.6895,139.6917,2025-07-04,0,36,6.24,10.63,2.12,7.23,75.67,124.41,0.47,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-04,1,23,0.79,1.42,0.19,0.08,49.27,71.68,0,0.15
London,GB,51.5074,-0.1278,2025-07-04,1,26,2.05,3.18,13.57,6.37,55.55,127.3,0,2.51
New York,US,40.7128,-74.006,2025-07-04,1,39,9.27,9.94,8.37,2.19,79.86,169.96,0,0.57
Paris,FR,48.8566,2.3522,2025-07-04,1,34,3.91,5.35,4.03,1.3,72.73,137.84,0,5
Tokyo,JP,35.6895,139.6917,2025-07-04,1,39,6.97,11.62,1.44,7.26,83.02,124.37,0.29,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-04,2,23,0.74,1.4,0.19,0.08,48.92,71.29,0,0.16
London,GB,51.5074,-0.1278,2025-07-04,2,24,2.05,3.22,14.41,6.64,51.83,130.23,0,2.49
New York,US,40.7128,-74.006,2025-07-04,2,40,9.59,10.29,9.31,2.18,70.85,177.74,0,0.56
Paris,FR,48.8566,2.3522,2025-07-04,2,33,3.98,5.49,4.19,1.32,68.8,139.72,0,5.42
Tokyo,JP,35.6895,139.6917,2025-07-04,2,41,7.67,12.47,0.99,7.1,87.46,123.33,0.18,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-04,3,23,0.76,1.48,0.22,0.09,48.58,72.58,0,0.19
London,GB,51.5074,-0.1278,2025-07-04,3,23,2.17,3.39,15.53,7.05,48.06,132.42,0,2.22
New York,US,40.7128,-74.006,2025-07-04,3,41,9.83,10.55,10.48,2.22,63.47,187.59,0,0.5
Paris,FR,48.8566,2.3522,2025-07-04,3,31,4.07,5.63,4.26,1.3,66.02,140.5,0,5.79
Tokyo,JP,35.6895,139.6917,2025-07-04,3,42,8.12,12.99,0.8,6.96,89.25,122.15,0.14,0
Antananarivo,MG,-18.8792,47.5079,2025-07-04,4,23,0.93,1.83,0.31,0.12,47.98,77.68,0,0.28
London,GB,51.5074,-0.1278,2025-07-04,4,21,2.35,3.62,16.82,7.49,43.45,133.32,0,1.89
New York,US,40.7128,-74.006,2025-07-04,4,40,9.61,10.32,10.94,2.28,57.34,191.5,0,0.4
Paris,FR,48.8566,2.3522,2025-07-04,4,30,4.09,5.69,4.2,1.22,63.76,138.49,0,5.95
Tokyo,JP,35.6895,139.6917,2025-07-04,4,42,8.14,13.03,0.75,6.6,89.38,121.02,0.12,0
Antananarivo,MG,-18.8792,47.5079,2025-07-04,5,23,1.1,2.2,0.38,0.16,47.97,83.92,0.03,0.4
London,GB,51.5074,-0.1278,2025-07-04,5,19,2.62,3.96,18.5,8.12,39.32,134.32,0.1,1.6
New York,US,40.7128,-74.006,2025-07-04,5,39,9.27,9.93,10.7,2.34,53.61,193.88,0,0.32
Paris,FR,48.8566,2.3522,2025-07-04,5,29,4.14,5.8,4.62,1.16,62.41,137.18,0.02,5.98
Tokyo,JP,35.6895,139.6917,2025-07-04,5,42,7.82,12.75,0.82,6.02,88.37,120.1,0.11,0
Antananarivo,MG,-18.8792,47.5079,2025-07-04,6,23,1.15,2.32,0.31,0.2,49.19,86.67,0.06,0.48
London,GB,51.5074,-0.1278,2025-07-04,6,18,2.96,4.39,18.7,8.93,37.82,135.13,1.48,1.39
New York,US,40.7128,-74.006,2025-07-04,6,36,8.7,9.3,10.09,2.3,50.48,191.94,0,0.25
Paris,FR,48.8566,2.3522,2025-07-04,6,29,4.24,6.02,4.78,1.12,62.08,136.23,0.37,5.93
Tokyo,JP,35.6895,139.6917,2025-07-04,6,41,7.31,12.32,0.94,5.42,86.97,119.03,0.09,0
Antananarivo,MG,-18.8792,47.5079,2025-07-04,7,25,1.06,2.15,0.18,0.18,53.69,79.03,0.05,0.46
London,GB,51.5074,-0.1278,2025-07-04,7,18,3.39,4.93,17.13,9.94,38.43,135.72,4.28,1.25
New York,US,40.7128,-74.006,2025-07-04,7,34,8.11,8.65,9.55,2.11,45.99,188.1,0,0.19
Paris,FR,48.8566,2.3522,2025-07-04,7,30,4.38,6.32,4.2,1.11,63.83,135.6,0.86,5.85
Tokyo,JP,35.6895,139.6917,2025-07-04,7,40,6.67,11.79,1.08,4.77,85.71,118.61,0.07,0
Antananarivo,MG,-18.8792,47.5079,2025-07-04,8,26,1.15,2.21,0.13,0.18,54.22,76.99,0.04,0.45
London,GB,51.5074,-0.1278,2025-07-04,8,19,3.91,5.63,16.12,11.32,39.38,136.72,6.96,1.17
New York,US,40.7128,-74.006,2025-07-04,8,32,7.8,8.33,9.24,1.9,40.93,186.69,0,0.14
Paris,FR,48.8566,2.3522,2025-07-04,8,32,4.63,6.76,3.62,1.14,67.7,135.28,1.06,5.79
Tokyo,JP,35.6895,139.6917,2025-07-04,8,40,5.93,11.12,1.23,4.05,84.25,118.22,0.06,0
Antananarivo,MG,-18.8792,47.5079,2025-07-04,9,25,1.21,2.23,0.1,0.18,53.5,75.2,0.03,0.43
London,GB,51.5074,-0.1278,2025-07-04,9,19,4.51,6.48,15.89,12.87,40.86,137.54,8.82,1.1
New York,US,40.7128,-74.006,2025-07-04,9,32,7.58,8.1,9.05,1.8,38,185.64,0,0.13
Paris,FR,48.8566,2.3522,2025-07-04,9,36,5.19,7.52,3.02,1.17,75.31,135.13,0.94,5.61
Tokyo,JP,35.6895,139.6917,2025-07-04,9,39,5.2,10.42,1.39,3.38,82.14,117.94,0.03,0
Antananarivo,MG,-18.8792,47.5079,2025-07-04,10,26,1.04,1.86,0.08,0.14,54.27,70.91,0.02,0.35
London,GB,51.5074,-0.1278,2025-07-04,10,22,5.16,7.5,16.11,14.03,43.12,137.96,9.6,1
New York,US,40.7128,-74.006,2025-07-04,10,31,7.34,7.86,9.05,1.82,36.17,184.54,0,0.14
Paris,FR,48.8566,2.3522,2025-07-04,10,47,4.63,6.66,1.31,1,99.15,130.12,0.31,3.44
Tokyo,JP,35.6895,139.6917,2025-07-04,10,38,4.71,9.72,1.6,2.95,79.79,118.27,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-04,11,26,0.91,1.57,0.08,0.12,54.37,68.48,0.02,0.31
London,GB,51.5074,-0.1278,2025-07-04,11,24,5.68,8.59,15.67,13.98,47.2,136.95,9.15,0.85
New York,US,40.7128,-74.006,2025-07-04,11,30,7.12,7.68,9.38,1.99,35.42,187.17,0.49,0.21
Paris,FR,48.8566,2.3522,2025-07-04,11,50,4.28,5.87,0.75,0.82,104.88,126.03,0.16,2.63
Tokyo,JP,35.6895,139.6917,2025-07-04,11,37,4.46,9.22,1.77,2.75,77.92,118.73,0,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-04,12,25,0.85,1.47,0.09,0.12,53.64,68.02,0.02,0.31
London,GB,51.5074,-0.1278,2025-07-04,12,26,6,9.55,14.04,12.61,54.79,134.92,7.39,0.69
New York,US,40.7128,-74.006,2025-07-04,12,29,6.88,7.49,8.92,2.38,38.85,193.22,2.1,0.34
Paris,FR,48.8566,2.3522,2025-07-04,12,18,4.3,5.69,0.65,0.74,107.28,124.54,0.14,2.38
Tokyo,JP,35.6895,139.6917,2025-07-04,12,36,4.31,8.94,1.86,2.65,76.75,119.08,0,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-04,13,25,0.95,1.7,0.16,0.15,52.21,72.28,0.03,0.43
London,GB,51.5074,-0.1278,2025-07-04,13,31,6.06,10.24,11.28,10.23,66.63,131.84,4.89,0.58
New York,US,40.7128,-74.006,2025-07-04,13,25,5.84,6.39,7.64,2.97,53.08,184.57,2.38,0.51
Paris,FR,48.8566,2.3522,2025-07-04,13,56,4.29,5.52,0.62,0.7,110.59,124.85,0.13,2.18
Tokyo,JP,35.6895,139.6917,2025-07-04,13,36,4.23,8.96,1.87,2.63,75.9,119.18,0,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-04,14,24,1.22,2.21,0.31,0.19,49.77,80.47,0.02,0.62
London,GB,51.5074,-0.1278,2025-07-04,14,37,5.99,10.68,8.93,8.33,77.48,128.66,3.12,0.44
New York,US,40.7128,-74.006,2025-07-04,14,29,6.16,6.72,7.03,3.04,60.94,184.29,2.42,0.55
Paris,FR,48.8566,2.3522,2025-07-04,14,58,4.23,5.32,0.62,0.68,112.14,123.3,0.12,2.02
Tokyo,JP,35.6895,139.6917,2025-07-04,14,36,4.24,9.21,1.87,2.6,75.46,119.17,0,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-04,15,22,1.51,2.74,0.51,0.22,47.31,89.39,0,0.73
London,GB,51.5074,-0.1278,2025-07-04,15,40,5.76,10.82,7.66,7.25,84.96,126.13,2.16,0.29
New York,US,40.7128,-74.006,2025-07-04,15,36,8.39,9.01,6.36,3.16,76.64,188.81,1.89,0.57
Paris,FR,48.8566,2.3522,2025-07-04,15,61,4.31,5.33,0.7,0.7,113.98,122.38,0.13,1.94
Tokyo,JP,35.6895,139.6917,2025-07-04,15,36,4.31,9.57,1.83,2.5,75.44,119.46,0,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-04,16,21,1.83,3.28,0.65,0.25,44.29,97.64,0,0.8
London,GB,51.5074,-0.1278,2025-07-04,16,43,5.58,10.91,6.98,6.69,90.2,124.8,1.84,0.17
New York,US,40.7128,-74.006,2025-07-04,16,42,6.57,6.92,2.7,1.82,89.82,162.29,0.65,0.38
Paris,FR,48.8566,2.3522,2025-07-04,16,66,4.66,5.67,0.93,0.76,116.57,123.56,0.15,2.02
Tokyo,JP,35.6895,139.6917,2025-07-04,16,36,4.43,10.03,1.76,2.33,75.51,119.78,0,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-04,17,20,2.18,3.88,0.75,0.26,42.32,107.21,0,0.83
London,GB,51.5074,-0.1278,2025-07-04,17,44,5.64,11.35,7.36,6.48,93.52,124.02,1.55,0.1
New York,US,40.7128,-74.006,2025-07-04,17,46,6.22,6.49,1.43,1.34,96.68,151.22,0.3,0.3
Paris,FR,48.8566,2.3522,2025-07-04,17,66,5.14,6.18,1.27,0.83,117.04,124.37,0.17,2.27
Tokyo,JP,35.6895,139.6917,2025-07-04,17,36,4.59,10.58,1.73,2.2,75.42,119.98,0,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-04,18,19,2.48,4.38,0.8,0.26,41.05,113.93,0,0.67
London,GB,51.5074,-0.1278,2025-07-04,18,45,5.8,12.05,8.38,6.37,95.32,123.79,1.23,0.09
New York,US,40.7128,-74.006,2025-07-04,18,49,6.99,7.28,1.23,1.33,103.82,149.92,0.23,0.29
Paris,FR,48.8566,2.3522,2025-07-04,18,65,5.51,6.59,1.59,0.89,116.45,125.27,0.14,2.53
Tokyo,JP,35.6895,139.6917,2025-07-04,18,36,4.88,11.25,1.71,2.11,75.45,120.29,0,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-04,19,19,2.62,4.56,0.8,0.24,39.73,115.5,0,0.5
London,GB,51.5074,-0.1278,2025-07-04,19,45,5.77,12.46,10.06,6.32,94.28,123.86,0.64,0.1
New York,US,40.7128,-74.006,2025-07-04,19,55,7.67,7.98,1.23,1.38,109.95,150.14,0.22,0.29
Paris,FR,48.8566,2.3522,2025-07-04,19,53,5.82,6.93,2.23,0.92,108.93,126.2,0.08,3.12
Tokyo,JP,35.6895,139.6917,2025-07-04,19,36,5.46,12.22,1.74,2.08,75.44,120.77,0,0
Antananarivo,MG,-18.8792,47.5079,2025-07-04,20,19,2.52,4.34,0.75,0.22,39.38,112.99,0,0.41
London,GB,51.5074,-0.1278,2025-07-04,20,43,5.48,12.27,11.44,6.29,90.4,123.2,0.12,0.12
New York,US,40.7128,-74.006,2025-07-04,20,63,8.21,8.54,1.33,1.44,114.71,150.47,0.22,0.29
